Cluster,Unique Key,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,City,Borough
0,35668648,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11104,SUNNYSIDE,QUEENS
0,23183733,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11213,BROOKLYN,BROOKLYN
3,32790236,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10457,BRONX,BRONX
0,32252992,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,10031,NEW YORK,MANHATTAN
0,39643916,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10030,NEW YORK,MANHATTAN
1,30776199,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10016,NEW YORK,MANHATTAN
0,29551079,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10474,BRONX,BRONX
1,38122507,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10040,NEW YORK,MANHATTAN
2,31188772,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11235,BROOKLYN,BROOKLYN
0,42705477,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10468,BRONX,BRONX
3,41987077,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10467,BRONX,BRONX
3,32356886,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10451,BRONX,BRONX
2,38339718,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11237,BROOKLYN,BROOKLYN
0,26331239,New York City Police Department,Animal Abuse,Other (complaint details),Residential Building/House,10473,BRONX,BRONX
3,40583789,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10468,BRONX,BRONX
1,38303815,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11419,South Richmond Hill,QUEENS
2,23509200,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,FLOOR,RESIDENTIAL BUILDING,11207,BROOKLYN,BROOKLYN
3,43028623,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10468,BRONX,BRONX
0,33474715,New York City Police Department,Animal Abuse,Neglected,Residential Building/House,11208,BROOKLYN,BROOKLYN
1,39832796,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11103,Astoria,QUEENS
1,33289760,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10028,NEW YORK,MANHATTAN
1,30045905,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11220,BROOKLYN,BROOKLYN
3,28477571,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10453,BRONX,BRONX
2,24587649,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,11208,BROOKLYN,BROOKLYN
2,24225720,Department of Housing Preservation and Development,ELECTRIC,ELECTRIC-SUPPLY,RESIDENTIAL BUILDING,11236,BROOKLYN,BROOKLYN
0,42193055,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,11377,WOODSIDE,QUEENS
3,33559625,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10462,BRONX,BRONX
3,32488477,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10470,BRONX,BRONX
2,31541882,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11234,BROOKLYN,BROOKLYN
1,35556945,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11368,Corona,QUEENS
0,37344501,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11213,BROOKLYN,BROOKLYN
0,33415771,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10001,NEW YORK,MANHATTAN
1,40613628,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11373,Elmhurst,QUEENS
2,41356170,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11226,BROOKLYN,BROOKLYN
0,40111092,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11236,BROOKLYN,BROOKLYN
1,33714765,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11368,Corona,QUEENS
3,25160514,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,10467,BRONX,BRONX
2,37670235,Department of Housing Preservation and Development,SAFETY,WINDOW GUARD BROKEN/MISSING,RESIDENTIAL BUILDING,11225,BROOKLYN,BROOKLYN
1,27430313,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,11694,Rockaway Park,QUEENS
2,23903066,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,WINDOWS,RESIDENTIAL BUILDING,11237,BROOKLYN,BROOKLYN
3,22674987,Department of Housing Preservation and Development,NONCONST,SMOKE-DETECTOR,RESIDENTIAL BUILDING,10468,BRONX,BRONX
3,42072665,Department of Housing Preservation and Development,GENERAL,JANITOR/SUPER,RESIDENTIAL BUILDING,10456,BRONX,BRONX
1,30021388,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10032,NEW YORK,MANHATTAN
1,23866829,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,11385,RIDGEWOOD,QUEENS
0,39035755,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11366,FRESH MEADOWS,QUEENS
3,25824887,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MOLD,RESIDENTIAL BUILDING,10462,BRONX,BRONX
2,22494241,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11435,JAMAICA,QUEENS
2,24142995,Department of Housing Preservation and Development,ELECTRIC,ELECTRIC-SUPPLY,RESIDENTIAL BUILDING,11221,BROOKLYN,BROOKLYN
0,22872030,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,DOORS,RESIDENTIAL BUILDING,10032,NEW YORK,MANHATTAN
0,36692771,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10005,NEW YORK,MANHATTAN
1,29895548,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11205,BROOKLYN,BROOKLYN
1,26283938,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,WINDOWS,RESIDENTIAL BUILDING,11429,Queens Village,QUEENS
0,26613215,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10026,NEW YORK,MANHATTAN
3,23929252,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,10465,BRONX,BRONX
1,38342080,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10027,NEW YORK,MANHATTAN
0,37859586,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10025,NEW YORK,MANHATTAN
3,25549153,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,10467,BRONX,BRONX
0,24241263,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10453,BRONX,BRONX
0,28246727,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,10033,NEW YORK,MANHATTAN
1,37666799,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11373,Elmhurst,QUEENS
3,35397872,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,10466,BRONX,BRONX
3,31595884,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10457,BRONX,BRONX
0,37296168,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10312,STATEN ISLAND,STATEN ISLAND
3,38160112,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10460,BRONX,BRONX
0,36515374,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10039,NEW YORK,MANHATTAN
3,27354846,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,CABINETS,RESIDENTIAL BUILDING,10458,BRONX,BRONX
0,31969389,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10019,NEW YORK,MANHATTAN
1,38836264,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11210,BROOKLYN,BROOKLYN
3,37955381,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10468,BRONX,BRONX
0,39178909,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11225,BROOKLYN,BROOKLYN
1,36363131,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10301,STATEN ISLAND,STATEN ISLAND
0,27348207,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11204,BROOKLYN,BROOKLYN
0,27555658,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10314,STATEN ISLAND,STATEN ISLAND
3,30194654,Department of Housing Preservation and Development,ELEVATOR,MAINTENANCE,RESIDENTIAL BUILDING,10461,BRONX,BRONX
2,33407673,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11226,BROOKLYN,BROOKLYN
2,35574049,Department of Housing Preservation and Development,SAFETY,CARBON MONOXIDE DETECTOR,RESIDENTIAL BUILDING,11212,BROOKLYN,BROOKLYN
0,26494231,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MOLD,RESIDENTIAL BUILDING,10002,NEW YORK,MANHATTAN
3,30163236,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10472,BRONX,BRONX
1,27988006,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11374,Rego Park,QUEENS
3,29881854,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10457,BRONX,BRONX
2,24395965,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,CABINETS,RESIDENTIAL BUILDING,11207,BROOKLYN,BROOKLYN
0,30691353,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10021,NEW YORK,MANHATTAN
2,30730344,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,11207,BROOKLYN,BROOKLYN
2,25369673,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,11203,BROOKLYN,BROOKLYN
0,27634440,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10031,NEW YORK,MANHATTAN
0,40467312,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10040,NEW YORK,MANHATTAN
2,40534577,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Residential Building,11209,BROOKLYN,BROOKLYN
0,32682719,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10031,NEW YORK,MANHATTAN
0,24512680,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10034,NEW YORK,MANHATTAN
2,28790515,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11226,BROOKLYN,BROOKLYN
0,38302614,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10040,NEW YORK,MANHATTAN
2,40593916,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11203,BROOKLYN,BROOKLYN
0,23907252,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11226,BROOKLYN,BROOKLYN
2,26429837,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,11237,BROOKLYN,BROOKLYN
2,41302462,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11203,BROOKLYN,BROOKLYN
0,28337725,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10026,NEW YORK,MANHATTAN
0,23168535,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11211,BROOKLYN,BROOKLYN
3,32329191,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10468,BRONX,BRONX
1,41196798,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11235,BROOKLYN,BROOKLYN
2,32291148,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11226,BROOKLYN,BROOKLYN
1,41578865,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11378,Maspeth,QUEENS
0,39118970,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11434,JAMAICA,QUEENS
3,34758095,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10452,BRONX,BRONX
3,27572329,Department of Housing Preservation and Development,HEATING,HEAT RELATED,RESIDENTIAL BUILDING,10468,BRONX,BRONX
2,26871134,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11226,BROOKLYN,BROOKLYN
0,29050870,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11356,COLLEGE POINT,QUEENS
2,25034771,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,11226,BROOKLYN,BROOKLYN
3,37666116,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,10456,BRONX,BRONX
2,40776311,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11224,BROOKLYN,BROOKLYN
3,38082764,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10469,BRONX,BRONX
2,42266384,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11211,BROOKLYN,BROOKLYN
2,22582263,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,11236,BROOKLYN,BROOKLYN
0,32812539,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10036,NEW YORK,MANHATTAN
2,30220534,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11214,BROOKLYN,BROOKLYN
0,36562912,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11225,BROOKLYN,BROOKLYN
3,25450950,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10458,BRONX,BRONX
0,26492767,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10032,NEW YORK,MANHATTAN
1,34834507,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,11103,Astoria,QUEENS
1,39698039,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,11373,Elmhurst,QUEENS
0,39674496,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,10030,NEW YORK,MANHATTAN
2,37388135,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11214,BROOKLYN,BROOKLYN
2,34794810,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11238,BROOKLYN,BROOKLYN
3,31276165,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10461,BRONX,BRONX
0,37751190,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10456,BRONX,BRONX
3,23768620,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,FLOOR,RESIDENTIAL BUILDING,10453,BRONX,BRONX
1,32665395,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11238,BROOKLYN,BROOKLYN
1,28914683,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,11374,Rego Park,QUEENS
2,22503897,Department of Housing Preservation and Development,PLUMBING,WATER-SUPPLY,RESIDENTIAL BUILDING,11203,BROOKLYN,BROOKLYN
1,32873906,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11436,Jamaica,QUEENS
0,36308949,New York City Police Department,Vending,Unlicensed,Residential Building/House,10466,BRONX,BRONX
0,42776532,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10312,STATEN ISLAND,STATEN ISLAND
0,29063075,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11225,BROOKLYN,BROOKLYN
3,29287527,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10456,BRONX,BRONX
0,35552084,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11233,BROOKLYN,BROOKLYN
2,25864878,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,WINDOWS,RESIDENTIAL BUILDING,11212,BROOKLYN,BROOKLYN
0,28548917,Department of Housing Preservation and Development,PAINT/PLASTER,WINDOW/FRAME,RESIDENTIAL BUILDING,10016,NEW YORK,MANHATTAN
3,29182148,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10456,BRONX,BRONX
0,41263479,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10034,NEW YORK,MANHATTAN
0,22985435,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11432,JAMAICA,QUEENS
2,40066240,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11213,BROOKLYN,BROOKLYN
